id,street,status,price,bedrooms,bathrooms,sq_ft,lat,lng
8063,714 Pine Pl,active,214834,4,1,2996,33.40284462,-111.9249917
8064,437 Mission Dv,active,286685,3,3,2790,33.36494351,-111.9300585
8065,490 California St,active,226249,5,3,2299,33.5438953,-111.9583509
8066,76 9th Way,sold,127332,2,1,3317,33.38281408,-111.9230402
8067,432 Blake Cir,active,209826,4,3,3092,33.36690082,-111.8822926
8068,553 Turk Cir,pending,221681,4,2,2187,33.36490146,-112.3075517
8069,639 Walnut Cir,active,128298,5,3,2852,33.41774374,-112.3069598
8070,731 Wall Dv,sold,106126,2,1,1553,33.55159903,-112.1169891
8071,224 2nd Dv,active,255803,5,2,1053,33.47380987,-112.2001709
8072,572 1st St,active,295939,5,2,1907,33.54920849,-112.2783299
8073,372 Wall Blvd,active,214647,5,2,3990,33.48287042,-111.9552028
8074,499 Page Blvd,sold,232807,5,2,2449,33.58096618,-112.1917903
8075,247 Bush Trl,sold,170883,3,2,3252,33.45223182,-112.1768674
8076,753 9th Blvd,pending,151855,4,1,1951,33.37876246,-112.3538779
8077,476 2nd Trl,pending,162806,2,1,3906,33.55908916,-112.1284147
8078,507 7th Dv,sold,169633,3,2,1028,33.56668827,-111.9056703
8079,608 4th Cir,active,194585,2,2,1879,33.39463253,-112.119901
8080,621 Geary Cir,pending,130223,2,2,3758,33.58323791,-111.9725161
8081,331 Blake Trl,pending,171578,5,3,3050,33.38050325,-112.0103729
8082,554 Euclid Wl,pending,126984,2,3,3126,33.39825591,-112.3113314
8083,558 Indiana Wl,active,219800,2,2,2701,33.49681925,-111.9018323
8084,499 Mission Dv,active,255641,4,1,1610,33.44463134,-112.3525234
8085,549 California Ave,active,136788,5,1,3572,33.45835806,-112.1030425
8086,79 Indiana Vis,sold,196919,4,1,3898,33.36802556,-112.0941846
8087,285 Post Cir,active,285082,2,2,1298,33.38027629,-111.9603533
8088,655 Sutter Way,sold,271662,4,2,3231,33.45658045,-111.9002056
8089,772 Franklin Ave,active,114001,5,3,3692,33.48903462,-112.3183992
8090,548 Texas Pl,sold,207648,3,2,3666,33.43204189,-112.2767013
8091,733 5th Dv,pending,288025,5,2,1419,33.41743782,-112.2404261
8092,78 Geary Trl,active,127964,5,3,3075,33.46367013,-111.9008623
8093,513 9th Vis,sold,207369,2,3,1185,33.45658046,-111.9984239
8094,577 4th Way,sold,123644,3,1,2860,33.58612874,-112.1547007
8095,18 9th Trl,sold,125648,3,3,3586,33.56451166,-111.9768003
8096,171 5th Dv,sold,126214,2,3,3099,33.43010156,-111.8928076
8097,706 4th Pl,active,289226,2,3,3092,33.46281687,-112.0110046
8098,521 2nd Blvd,sold,219309,4,2,3375,33.40263068,-111.9471211
8099,406 Turk Wl,sold,134809,5,3,3009,33.53485715,-112.167566
8100,673 5th Ave,sold,144062,4,1,2967,33.37902232,-112.1348514
8101,735 8th Wl,active,269744,5,2,2862,33.52123128,-111.9186495
8102,682 Wall Blvd,pending,272219,3,3,2835,33.53265882,-112.2000308
8103,784 Sutter Rd,active,143369,5,3,2442,33.3782026,-112.3522482
8104,656 Bush St,active,143731,5,2,3309,33.57306857,-112.3386831
8105,433 3rd Rd,pending,175817,4,3,2278,33.51103387,-112.0313283
8106,535 8th Cir,sold,273585,3,1,1737,33.59400936,-112.259642
8107,475 Euclid Cir,pending,282858,4,2,2934,33.37314454,-112.0559531
8108,39 1st Blvd,active,282285,4,1,3839,33.44675731,-112.0964406
8109,565 Geary Pl,active,207504,2,2,3851,33.58008587,-112.1307533
8110,391 Post Blvd,active,268610,3,3,3096,33.53969593,-111.9561629
8111,458 Geary Rd,active,263933,2,3,1887,33.47728036,-112.1735241
8112,374 1st Pl,pending,190437,3,3,3373,33.58076488,-111.9096956
8113,230 Turk Blvd,pending,133959,3,2,2398,33.38184799,-112.1047939
8114,369 Euclid St,sold,223018,3,3,2720,33.4175802,-112.0113589
8115,364 Page Ave,sold,250050,3,3,1437,33.39824595,-112.0696721
8116,617 Indiana St,pending,233446,5,3,3237,33.48079544,-111.9124257
8117,365 4th Pl,active,289959,2,1,3999,33.5726736,-112.3372019
8118,316 Turk Rd,sold,143766,2,3,1163,33.58664319,-111.8793567
8119,502 7th Dv,sold,126643,4,1,3890,33.56516375,-112.0839343
8120,791 Franklin Cir,sold,131519,3,2,2766,33.37023475,-111.9949226
8121,378 Texas Dv,pending,193059,4,3,1203,33.40840335,-112.2892877
8122,69 5th Way,sold,225975,2,3,2512,33.44801597,-112.3191619
8123,266 Bush Way,active,298632,3,2,1656,33.41003757,-112.3194256
8124,229 Sutter Pl,sold,218806,2,3,1846,33.55619017,-112.180198
8125,751 2nd Dv,pending,195236,4,3,1214,33.48406531,-112.1964218
8126,428 Blake Way,sold,230527,3,2,1754,33.45031766,-111.9006583
8127,545 6th St,sold,241507,4,2,3637,33.58407198,-112.2278555
8128,279 2nd Vis,pending,223054,4,1,1683,33.58012124,-112.075341
8129,193 Geary Trl,active,107612,3,1,3869,33.47529438,-111.8854848
8130,547 Texas Pl,active,109828,2,2,2308,33.40240621,-111.9877275
8131,200 8th Wl,pending,204609,3,3,2965,33.41253663,-112.1162015
8132,342 3rd Wl,sold,232550,3,1,2845,33.50065652,-112.1583421
8133,131 3rd Cir,active,235426,3,3,3743,33.58927504,-112.3162255
8134,490 Sutter Dv,active,250068,2,1,3420,33.4607127,-111.9998619
8135,618 6th Rd,sold,287769,2,3,2792,33.47997027,-112.2649898
8136,373 Blake Pl,active,190810,4,3,2037,33.58721316,-112.3227188
8137,145 Wall Cir,pending,174856,4,1,2887,33.51537053,-112.1154764
8138,514 Walnut St,sold,169877,2,2,2625,33.49359201,-112.3254188
8139,328 8th Ave,sold,105153,3,3,3669,33.53757829,-111.883824
8140,477 9th Rd,active,240689,3,2,1512,33.42250149,-111.9609705
8141,83 Euclid Pl,sold,172831,2,2,1665,33.57183787,-112.0010722
8142,383 Page Vis,sold,283608,3,3,1041,33.50945713,-112.1695205
8143,498 8th St,active,245323,2,2,2792,33.41018343,-111.9882317
8144,12 Euclid Vis,pending,149031,5,3,2673,33.46030164,-112.1506603
8145,585 Blake Trl,sold,262088,5,3,1873,33.47355395,-112.3457342
8146,276 Turk Way,active,242408,5,2,2729,33.43227344,-112.0845989
8147,580 Sutter Cir,pending,254820,5,1,3429,33.54923154,-111.9897388
8148,635 Mission Blvd,active,260418,4,2,2441,33.59419145,-111.9244533
8149,785 9th St,active,221590,2,3,2326,33.53091508,-111.9910009
8150,600 9th Vis,sold,267440,2,3,2491,33.47915249,-112.3238084
8151,345 Mission Trl,pending,110133,2,1,1367,33.58948957,-112.0363369
8152,697 Euclid Cir,pending,201168,3,1,3448,33.3904158,-111.9299773
8153,376 Walnut Rd,pending,244728,2,3,1923,33.46334538,-112.3052392
8154,444 Blake Rd,pending,236145,2,1,1825,33.56123248,-112.0539443
8155,312 Blake Trl,sold,297437,5,2,3841,33.50623754,-112.1929996
8156,734 1st Ave,sold,208487,4,1,1138,33.51141616,-112.2356235
8157,436 Texas Trl,pending,293454,5,3,3654,33.53296006,-112.1805863
8158,67 Indiana Pl,active,231605,4,3,3459,33.51877639,-112.0644375
8159,49 6th Vis,sold,227056,2,1,1725,33.44024141,-112.0945797
8160,173 Wall St,sold,254490,4,3,3458,33.48200148,-112.0268707
8161,777 Wall Rd,active,103444,5,1,2443,33.36600691,-112.3043474
8162,701 4th Vis,active,177775,4,2,1952,33.4405085,-112.3529135
8163,708 Wall Cir,sold,161600,2,2,2489,33.37385345,-112.2631521
8164,534 Franklin Dv,sold,106686,3,3,2966,33.50893591,-111.953958
8165,205 Texas Way,active,257245,4,2,1912,33.46477188,-112.303829
8166,110 Post Cir,sold,234525,3,1,2483,33.55787139,-112.248524
8167,570 Indiana Cir,pending,169983,5,3,2444,33.37113347,-112.0358186
8168,473 7th Wl,pending,234498,4,2,2115,33.59020224,-111.9898447
8169,294 Euclid Rd,pending,256686,3,2,1049,33.58471695,-112.2694034
8170,342 Page St,pending,126226,2,3,1862,33.42516411,-112.3373174
8171,508 Geary Cir,active,283112,3,1,1176,33.48247919,-112.0246476
8172,306 3rd Trl,sold,179170,4,1,2926,33.44201736,-112.030473
8173,422 Wall Rd,active,232486,4,2,1683,33.52342819,-112.3532404
8174,741 7th Wl,sold,234784,3,3,3204,33.55018342,-112.119963
8175,619 Sutter Blvd,pending,233476,5,1,3569,33.51447121,-112.3469995
8176,381 7th Wl,sold,158224,3,1,3015,33.56159799,-112.0192004
8177,382 5th Cir,pending,151573,3,1,2511,33.3715907,-112.1070599
8178,793 5th Dv,pending,215062,3,1,3576,33.39628641,-112.1362366
8179,231 2nd Rd,sold,250932,4,1,1416,33.58177219,-112.2575179
8180,719 1st Rd,active,276427,5,3,1667,33.40060429,-112.1112899
8181,444 Mission Cir,pending,288153,2,1,1516,33.37800954,-112.2548933
8182,537 Mission Rd,pending,273029,4,2,1597,33.4582953,-112.0877866
8183,455 Texas St,active,153668,3,2,2832,33.4317195,-112.1904103
8184,719 Texas Rd,sold,274712,2,2,2469,33.4664613,-112.1513494
8185,310 3rd Blvd,active,152426,3,3,2147,33.37953858,-112.0015895
8186,387 4th Vis,sold,132671,5,2,2763,33.46532463,-112.0135679
8187,123 California Way,active,233962,3,3,1690,33.51222969,-112.0130398
8188,178 Euclid Cir,sold,223107,4,1,1732,33.39412597,-111.9141097
8189,301 3rd Dv,pending,252524,2,3,1444,33.3634552,-112.0072293
8190,391 Bush Vis,pending,250919,2,3,2210,33.39809718,-112.2741747
8191,107 Indiana Trl,active,258768,5,3,1597,33.40576615,-112.2029021
8192,260 Geary Pl,active,208926,4,3,3883,33.53728574,-112.2168446
8193,80 Page St,sold,248395,4,1,3149,33.5451861,-112.3061839
8194,590 4th Blvd,active,190869,4,2,2302,33.45989856,-112.2869625
8195,233 9th Vis,active,217544,5,1,2232,33.56965456,-112.1848158
8196,205 Indiana Dv,active,116157,3,2,2073,33.51680008,-111.9908161
8197,92 Wall Trl,pending,285845,5,3,2461,33.58829733,-112.0708799
8198,559 Indiana Ave,sold,234357,3,3,2250,33.37752,-112.0788061
8199,389 Franklin Vis,pending,261746,4,2,1517,33.59407099,-112.1761016
8200,497 Turk St,active,120867,4,3,1857,33.44398459,-111.9821739
8201,261 9th St,sold,202085,2,1,1762,33.38897477,-112.1085504
8202,19 Franklin Way,pending,107269,3,1,3770,33.58312055,-112.2447984
8203,702 Sutter Way,pending,112187,3,2,3484,33.41260159,-112.2676974
8204,157 7th Rd,sold,188677,2,1,1109,33.4880492,-112.2154433
8205,316 1st Pl,active,215142,3,3,1653,33.51204243,-112.2446485
8206,572 Turk Blvd,sold,286352,2,3,3550,33.53025872,-111.9461891
8207,787 Franklin Blvd,active,144510,5,1,3232,33.47846603,-112.0071887
8208,617 Geary Rd,active,193381,4,1,2618,33.36451769,-112.1015518
8209,547 Euclid Dv,sold,252723,4,2,3764,33.51136238,-112.0015218
8210,758 2nd Trl,pending,265493,3,2,3230,33.4925329,-112.3300979
8211,84 Wall Dv,sold,184914,2,1,1013,33.58234545,-112.2200209
8212,373 2nd Rd,pending,291288,4,2,1991,33.50486994,-112.1790094
8213,626 6th Wl,pending,261962,5,1,1630,33.41185651,-111.8939778
8214,298 8th Cir,pending,290845,5,1,3089,33.40467518,-112.0217073
8215,531 1st Way,sold,160847,4,3,3717,33.55388324,-112.2392166
8216,790 Indiana Pl,active,146958,5,2,3135,33.52638671,-112.0608628
8217,317 3rd Ave,pending,165479,2,1,2269,33.45811625,-112.0480214
8218,420 Texas Rd,sold,195111,2,1,3324,33.36593398,-111.9337224
8219,26 Franklin Rd,active,272037,5,2,3570,33.36348524,-112.206727
8220,299 Blake Cir,active,225846,3,2,2890,33.57729183,-112.1090483
8221,670 8th Cir,sold,214426,3,2,2943,33.49474622,-112.2921979
8222,458 California Wl,pending,127745,2,1,2191,33.55064318,-111.8857388
8223,331 Walnut Rd,sold,211674,2,1,3121,33.57103956,-112.1044011
8224,134 Texas St,active,107259,3,3,3015,33.46175771,-111.9031639
8225,688 Page St,sold,109124,3,1,3732,33.57120963,-112.32071
8226,286 Indiana Ave,pending,209762,5,3,3185,33.49506441,-111.9512964
8227,477 Texas Pl,pending,227702,2,1,3176,33.56395172,-112.2905604
8228,663 Turk Pl,pending,160742,5,2,1899,33.51052011,-112.0027129
8229,592 5th Rd,active,283929,5,1,1661,33.58653392,-111.8871736
8230,157 7th Rd,pending,197157,2,3,2282,33.48719338,-112.0467393
8231,164 California Trl,pending,278342,5,2,3081,33.3946303,-111.9864198
8232,288 7th Trl,pending,190175,3,3,1559,33.42821245,-112.3076983
8233,451 Page Dv,active,148132,3,3,1836,33.59003175,-112.1258981
8234,260 Sutter Ave,sold,189231,3,1,3811,33.54107116,-112.2716542
8235,179 Texas Pl,active,116318,2,1,1625,33.55383447,-112.1352844
8236,697 7th Pl,active,298783,4,1,3504,33.38341983,-112.0412045
8237,535 7th Dv,active,222413,5,3,3875,33.3828985,-112.1502288
8238,281 9th Dv,active,112927,5,3,1022,33.58903781,-112.3286349
8239,274 Bush St,pending,249691,4,3,2330,33.51108006,-112.1864189
8240,501 Geary Dv,sold,173176,5,2,3083,33.58066625,-112.1486244
8241,656 Blake Way,active,231882,4,3,1302,33.40253598,-111.9756678
8242,544 Turk Ave,active,100669,2,2,2568,33.53053719,-112.1228523
8243,434 California Cir,sold,107092,5,2,1902,33.5313815,-112.0376437
8244,210 Franklin Blvd,pending,295854,4,3,1584,33.39614012,-111.9503143
8245,87 Blake St,pending,191358,5,2,1520,33.46388567,-112.0655476
8246,704 Pine Ave,active,151593,5,3,2039,33.39316345,-112.2988147
8247,655 Walnut Trl,active,217961,5,2,2797,33.56898632,-112.3382248
8248,481 2nd Vis,pending,239237,5,3,3148,33.5247817,-112.0927832
8249,706 Mission St,sold,251502,2,1,3094,33.52658322,-112.019879
8250,140 Euclid Way,pending,225006,5,2,1793,33.36405624,-111.8967672
8251,171 8th Ave,pending,239836,2,3,1560,33.36860273,-112.3016939
8252,71 Texas Way,pending,276309,3,2,2672,33.39998044,-112.1884455
8253,307 Walnut Blvd,active,254684,4,2,3909,33.43159515,-111.904502
8254,86 7th Way,active,111009,2,2,1434,33.47047682,-112.2417021
8255,98 8th Blvd,pending,240770,2,2,1367,33.37560724,-111.9122462
8256,170 Indiana Way,sold,150400,3,2,3212,33.45265187,-112.0816249
8257,310 Pine Pl,active,199270,2,1,3199,33.44486158,-112.036012
8258,515 3rd Dv,sold,142825,4,1,2888,33.53965995,-111.8777973
8259,135 Geary St,active,250724,4,1,1220,33.4558291,-111.8974594
8260,522 Pine Dv,pending,155954,4,3,3321,33.36383568,-111.9058567
8261,316 5th Vis,sold,268704,3,1,3183,33.39261,-112.2481789
8262,83 Geary Vis,sold,128284,3,1,3805,33.40737375,-112.3027715
8263,233 Pine Pl,active,138663,2,2,1285,33.36439849,-112.3613441
8264,443 4th Vis,active,185316,3,1,3781,33.55906926,-112.1018932
8265,439 Euclid Vis,sold,281020,5,1,3920,33.41675967,-112.3420974
8266,182 7th Trl,active,124972,5,3,1825,33.58724321,-112.1678465
8267,200 Walnut Ave,pending,256532,5,2,3309,33.48019283,-111.9594921
8268,692 Euclid Cir,sold,193366,5,2,3933,33.49799005,-111.9111311
8269,719 Geary Trl,pending,274000,3,3,1634,33.39816576,-111.9434608
8270,180 Euclid Trl,active,191405,4,2,2262,33.43868798,-111.9210834
8271,405 5th Pl,active,100429,3,2,3541,33.58516141,-112.0560578
8272,500 Franklin Pl,active,293605,2,3,1611,33.36544882,-111.9709012
8273,70 Mission Pl,sold,259632,5,2,1784,33.40369933,-112.2817456
8274,785 9th Cir,active,216548,4,2,2194,33.42283764,-112.2642756
8275,344 Pine Pl,pending,134977,2,2,3315,33.54198981,-112.3415498
8276,13 2nd Rd,pending,112938,3,3,1713,33.48798517,-112.0763353
8277,246 Franklin Blvd,active,178587,2,1,3021,33.59060111,-111.9342172
8278,713 8th Cir,sold,227173,2,1,1342,33.45027909,-111.8812603
8279,634 Franklin Pl,sold,142282,4,2,2777,33.51195495,-112.1285058
8280,249 California St,pending,234488,2,2,2460,33.43292759,-112.3406773
8281,684 Wall Wl,pending,203807,2,3,3106,33.44485408,-111.9194026
8282,50 2nd Wl,active,162093,5,3,2048,33.49302117,-111.8808626
8283,563 8th Wl,sold,124401,3,3,3787,33.49278838,-111.9134058
8284,540 Mission Dv,pending,214189,3,3,1296,33.50782356,-112.0808042
8285,788 3rd Dv,active,286552,4,2,2882,33.41848682,-112.0613476
8286,743 Bush Ave,pending,290061,5,3,1575,33.43223322,-112.1039367
8287,90 2nd Pl,pending,156834,4,2,2098,33.49564131,-111.9160697
8288,769 Page St,sold,178820,4,3,2671,33.59006349,-112.0111006
8289,443 Texas Pl,sold,122606,5,3,1377,33.3978527,-112.05221
8290,596 Indiana St,active,163847,3,2,3906,33.5574355,-112.2179411
8291,89 Mission Rd,active,213222,5,1,2913,33.47180046,-112.2470866
8292,586 4th Ave,sold,230695,4,1,2362,33.47327127,-112.3411305
8293,615 Indiana Wl,active,145131,3,1,2749,33.39054248,-112.2684604
8294,554 5th Way,sold,105321,5,3,2194,33.42954193,-111.9939028
8295,666 Blake Vis,pending,188183,4,3,1116,33.58572211,-111.9630663
8296,291 9th Trl,pending,193691,2,1,3042,33.41080768,-112.193441
8297,122 Turk Vis,pending,133970,4,3,1740,33.51708739,-112.2062309
8298,142 5th St,active,253856,3,3,1874,33.53535304,-112.2761637
8299,10 3rd St,active,226766,4,1,1420,33.3747552,-112.1911273
8300,593 Sutter Way,active,277725,5,1,2829,33.53435754,-112.037382
8301,104 California Blvd,sold,232132,4,2,1359,33.44833163,-111.9142136
8302,705 Sutter Rd,sold,120188,3,3,3523,33.48852224,-112.0723446
8303,406 1st Blvd,active,116341,5,2,2343,33.54920279,-112.1166967
8304,642 6th Way,pending,279701,4,1,3294,33.38916079,-111.9629411
8305,220 3rd Cir,pending,182839,4,1,2394,33.52241789,-112.2173817
8306,640 Geary St,sold,288865,5,1,2140,33.37550306,-112.067448
8307,578 8th Way,pending,159161,2,3,2286,33.41705027,-111.9089871
8308,785 Post St,active,218909,2,1,3198,33.57946809,-111.9380307
8309,550 Bush Blvd,active,229130,4,1,1768,33.53291203,-112.3437661
8310,202 Texas Rd,sold,286831,3,1,3536,33.42308847,-112.2215733
8311,144 Euclid Rd,pending,250974,3,2,3662,33.59368473,-112.122576
8312,18 9th Wl,pending,253538,4,2,2225,33.49247244,-112.1838587
8313,378 Page Blvd,pending,194513,2,1,1933,33.49061994,-112.2323195
8314,528 Blake Wl,pending,266342,5,1,1809,33.56424604,-112.1368415
8315,653 Post Dv,active,128391,2,3,2738,33.57194177,-112.049315
8316,246 9th St,sold,219396,4,3,3253,33.41835399,-112.3254721
8317,216 Geary Ave,pending,161549,3,1,1741,33.38300014,-112.2292527
8318,374 Pine Trl,active,120377,2,2,1030,33.38253278,-111.981852
8319,244 Bush Wl,sold,184482,4,3,2162,33.50686063,-112.1832486
8320,646 Wall Way,sold,142255,3,1,3638,33.45098272,-112.0714436
8321,45 Franklin Pl,sold,287997,3,3,3237,33.56717452,-111.9515089
8322,448 Bush Wl,active,149685,2,2,2447,33.47318056,-112.2494824
8323,548 Turk Wl,active,193242,5,2,1857,33.54078522,-112.3269875
8324,25 Sutter Wl,active,288186,4,2,1614,33.58385291,-112.0459539
8325,11 Blake Wl,active,270396,3,2,2170,33.42354787,-112.1574381
8326,164 Mission Cir,sold,230162,5,2,3058,33.37581584,-112.0080756
8327,705 Euclid Dv,pending,176979,5,2,3325,33.39250796,-112.259427
8328,144 Indiana Blvd,pending,258036,2,3,3181,33.47792467,-112.3594478
8329,84 Bush Pl,active,299305,5,2,3049,33.51051968,-111.9197684
8330,463 Texas Blvd,sold,154375,4,1,2727,33.50533787,-112.0998672
8331,546 Bush Dv,sold,236610,4,1,1688,33.3761663,-112.1659874
8332,25 Euclid Rd,pending,206128,5,3,1537,33.55136982,-112.1729341
8333,785 Geary Blvd,sold,225375,2,1,1974,33.37971649,-112.1226218
8334,594 California Wl,active,166229,4,1,2678,33.57590257,-111.9003822
8335,124 California Blvd,pending,246895,2,1,3715,33.5586692,-112.2846217
8336,652 4th Ave,pending,296737,4,1,1085,33.53477571,-112.0934616
8337,524 8th Way,pending,258491,5,1,2414,33.53935586,-112.1805184
8338,531 6th Vis,sold,236891,2,1,2114,33.53146948,-111.9036133
8339,597 Post Pl,pending,188881,2,3,1511,33.37440705,-112.0015246
8340,714 Euclid Cir,sold,141148,5,2,3352,33.37091621,-111.9012711
8341,151 Turk Vis,sold,220391,2,1,1749,33.54044638,-112.0902568
8342,352 5th St,pending,196610,2,1,1670,33.53324573,-112.1663432
8343,777 Post Pl,pending,213952,3,3,3389,33.36883768,-112.2918575
8344,347 Walnut Rd,active,102841,3,1,3718,33.49388408,-112.0287321
8345,138 Pine Trl,pending,265808,4,3,3648,33.53030162,-112.2799603
8346,196 Geary Vis,active,249607,3,3,2710,33.40957589,-112.2104676
8347,245 7th Vis,sold,187820,4,1,1421,33.5494723,-111.8806367
8348,255 California Ave,pending,295436,5,3,1310,33.58001675,-111.9163373
8349,356 Franklin Way,active,146102,5,3,1316,33.53843264,-111.922628
8350,412 5th Trl,pending,101850,5,1,3797,33.39534952,-112.2990748
8351,247 California St,active,198143,4,2,1936,33.55217598,-111.9726559
8352,620 Post Cir,pending,113442,5,3,1722,33.58617447,-111.9264748
8353,245 Walnut Way,pending,185363,3,3,1684,33.56043666,-112.0410689
8354,436 4th Rd,sold,279022,2,1,3668,33.37332374,-112.3383647
8355,512 1st Way,sold,124592,2,3,2499,33.53488081,-112.2705537
8356,82 Post Way,sold,266369,4,1,3613,33.50081682,-112.0748742
8357,180 1st Trl,sold,160638,5,3,1303,33.5817557,-112.1092867
8358,761 6th St,active,159848,3,3,3186,33.39037941,-112.1413391
8359,370 2nd Blvd,active,122072,4,1,2968,33.41288636,-112.0855738
8360,115 Wall Rd,sold,263693,3,1,2583,33.47539292,-111.9931829
8361,131 Franklin St,pending,262598,3,3,2326,33.44275255,-112.2124408
8362,579 Page Vis,sold,217665,3,2,2571,33.36484687,-112.1883602
8363,86 Geary Rd,pending,138866,2,1,1099,33.49516433,-112.0931485
8364,417 Blake Pl,pending,266517,3,2,1217,33.51106901,-112.1472909
8365,131 Pine Trl,pending,232015,5,1,2248,33.38903449,-112.3489563
8366,511 Texas Pl,pending,126129,5,3,3461,33.37167095,-112.2985558
8367,568 Mission Dv,active,277962,3,3,1326,33.39854666,-112.171114
8368,101 5th Pl,pending,298809,4,2,2995,33.53465065,-112.2574676
8369,151 Walnut Way,sold,189846,2,3,2376,33.55128992,-111.9657871
8370,684 Franklin Dv,sold,275792,2,3,2038,33.46434448,-111.9881898
8371,255 Pine Dv,active,247922,5,2,3085,33.51201049,-112.0300405
8372,292 Texas Ave,sold,271136,4,1,2788,33.49507094,-112.2133011
8373,464 Walnut Dv,sold,116727,4,1,3909,33.57997593,-111.9781233
8374,34 1st Blvd,sold,118282,2,3,2979,33.46048602,-112.024256
8375,581 9th St,pending,101588,4,3,2727,33.48891459,-111.9015489
8376,787 Turk Blvd,pending,251628,5,3,3698,33.45548899,-112.1801298
8377,69 2nd St,sold,106957,2,1,2706,33.36276407,-112.3546006
8378,756 Bush Rd,active,262098,4,2,3197,33.58441765,-112.1675394
8379,374 6th Blvd,active,189381,2,3,2886,33.36928209,-112.347826
8380,134 Franklin Rd,sold,266190,3,2,3103,33.36506399,-112.1415148
8381,355 Franklin Ave,pending,170985,4,1,2400,33.58732123,-112.0366818
8382,601 7th Way,active,241914,2,3,2362,33.48992685,-111.9292973
8383,471 Sutter Ave,sold,214084,3,1,2286,33.48489078,-111.9106174
8384,709 5th Rd,active,135606,3,2,2916,33.50648048,-112.0657445
8385,335 7th Vis,active,294587,4,2,3694,33.45211839,-112.0175584
8386,214 8th Vis,sold,280138,2,3,1340,33.50547007,-112.272306
8387,738 Geary Dv,pending,264669,3,2,3953,33.51263183,-112.3034898
8388,606 Geary St,active,190147,2,3,1118,33.46068223,-112.3481958
8389,332 Blake Trl,active,137347,3,3,2730,33.52041012,-111.8775812
8390,178 Page Way,sold,276074,5,1,2196,33.52883888,-112.1558069
8391,102 Geary Blvd,sold,177927,3,1,2840,33.55156611,-112.0664337
8392,403 1st Rd,sold,260181,2,3,1714,33.36220632,-112.2336532
8393,161 9th Blvd,pending,206882,4,1,1828,33.44970154,-112.0860311
8394,700 2nd Blvd,pending,175596,4,1,1108,33.3812114,-111.9445613
8395,430 Euclid Wl,pending,103998,5,3,3664,33.58389499,-112.318446
8396,549 Sutter Pl,pending,202814,3,2,1063,33.38975679,-112.1503605
8397,386 5th Pl,active,284255,3,1,3458,33.49886976,-112.0844775
8398,696 Franklin Way,active,113754,3,1,2097,33.46192268,-112.2529156
8399,87 4th Rd,pending,208036,3,1,2257,33.54773514,-111.9419665
8400,508 7th Cir,pending,159956,2,2,1640,33.53641415,-112.1040988
8401,696 8th Ave,sold,189035,4,3,1196,33.39821704,-112.2124468
8402,738 Turk Ave,active,102433,2,2,2284,33.58145099,-112.1492127
8403,127 7th Vis,active,145014,2,3,1639,33.42072809,-112.1623279
8404,331 Page Way,pending,250448,2,2,2543,33.54253538,-112.1619215
8405,215 2nd Rd,pending,185735,4,1,3914,33.40078211,-111.9276227
8406,65 Euclid Pl,pending,195071,5,1,3767,33.42264231,-111.9924589
8407,702 Bush Way,pending,150047,2,2,2798,33.50083825,-112.0713813
8408,296 Wall Wl,pending,167795,5,3,1134,33.47516442,-111.9805045
8409,309 Pine Trl,pending,138525,5,2,3378,33.58125961,-112.0628113
8410,79 4th Way,pending,111647,5,1,1808,33.48783013,-112.0493258
8411,252 7th Cir,sold,252701,4,2,1019,33.56455648,-111.9295365
8412,319 8th Wl,active,112016,3,3,1287,33.37380707,-111.8814017
8413,191 4th Wl,sold,206285,4,2,1465,33.57686137,-112.3204307
8414,105 Post Trl,active,141333,4,3,3547,33.47366356,-112.2151534
8415,768 Page St,active,106443,3,3,2038,33.55358235,-112.1402037
8416,538 3rd Trl,active,204290,3,2,3763,33.57677418,-112.2994783
8417,173 Turk Wl,pending,220832,4,3,1801,33.48473085,-112.2031092
8418,251 Blake Trl,pending,115924,2,1,2974,33.45022399,-112.1296196
8419,739 Bush Vis,pending,212319,4,3,2141,33.54683967,-111.8749839
8420,408 3rd Cir,sold,202190,4,3,2309,33.48585483,-112.2745098
8421,92 5th Cir,sold,297433,2,2,2421,33.49879273,-111.8913619
8422,633 3rd Blvd,sold,187116,4,3,1972,33.52112494,-112.3195879
8423,705 Pine Ave,sold,201263,3,2,3548,33.40539275,-111.9346866
8424,792 Pine Ave,pending,174288,5,1,2242,33.40309493,-111.8858223
8425,377 4th Vis,pending,259847,2,2,1441,33.43791236,-111.9211734
8426,14 6th Wl,sold,192217,2,1,2971,33.45815212,-112.1459697
8427,340 California Dv,pending,124205,5,1,2870,33.46559983,-112.0061759
8428,123 9th Dv,pending,286327,2,1,3965,33.58848558,-111.9403724
8429,352 California Rd,pending,236697,3,2,3456,33.38243493,-112.2962748
8430,230 Post Rd,pending,232250,2,3,1687,33.44418572,-112.1710115
8431,123 Pine Ave,sold,298661,2,3,1026,33.43305583,-112.185122
8432,110 Indiana Dv,sold,230400,4,2,3419,33.54321785,-112.3044754
8433,634 Blake Ave,active,197150,4,2,2348,33.50481217,-111.9267854
8434,511 Euclid Way,pending,253811,5,3,3760,33.54130133,-112.2174451
8435,458 Walnut Ave,active,257233,4,3,2448,33.44290225,-111.9238085
8436,279 Wall Blvd,sold,272383,3,1,3051,33.51502092,-112.1241436
8437,374 Blake Rd,sold,138230,4,1,3701,33.36869685,-112.2733264
